RowNumber,CustomerId,Surname,CreditScore,Country,Gender,Age,Tenure,CustomerFeedback,Balance (EUR),NumberOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Exited
7469,15627328,Millar,542,Spain,Female,26,2,"Although the funds were not immediately accessible as initially anticipated, the overall experience was satisfactory. The bank promptly provided clear information, acknowledging the delay, and reassured me that my finances were being appropriately managed. The professionalism displayed by the staff in addressing my concerns alleviated any potential frustration. Ultimately, the funds became available within a reasonable time frame, and I appreciate their diligent efforts in resolving this issue.",0,2,1,1,54869.54,0
7490,15789014,Scott,600,France,Female,26,6,#N/A,108909.12,1,1,0,82547.01,0
7521,15665087,Bergamaschi,595,Germany,Female,26,8,#N/A,118547.72,1,1,1,151192.18,0
7546,15615176,Welsh,732,France,Male,26,7,#N/A,0,2,1,0,154364.66,0
7584,15643574,Odinakachukwu,682,France,Male,26,8,#N/A,0,2,1,0,178373.43,0
7684,15740356,Palmer,660,Germany,Male,26,4,"In my last experience with this particular bank, I was faced with an unfortunate incident regarding a wrong amount charged on my account for a purchase made recently. Although initially perturbed, I made up my mind to contact their customer support with high expectations considering the banks’ reputable status.

After conveying my concerns to the customer service team through a call, they kindly instructed me on submitting an issue inquiry by providing the details of the transaction in question, assuring me of their close supervision on this matter. And to my amazement, they remained true to their words.

During the entire course of rectifying this error, the communication channels were handled seamlessly. There was constant information flowing from the support team updating me on the progress of their efforts. It was truly heartwarming to have their attention entirely focused on addressing my situation.

In the end, it didn’t take long before my issue was rectified successfully, and my account reflected the accurate transaction amount. More importantly, I regained the satisfaction and trust towards the bank. Therefore, I applaud the exceptional service and competency displayed by the customer support in efficiently resolving my problem.

The episode stands out in my memory because, despite my worries and distress, their proficient handling and understanding, comforted me like none other. With this display of professionalism and dedication, I'd highly recommend this bank to anyone looking for excellent banking service and genuinely caring customer support.",115021.76,1,0,1,162443.05,0
7786,15750547,Bair,738,France,Male,26,9,#N/A,0,2,1,1,48644.94,0
7912,15809906,Mitchell,558,Germany,Male,26,1,"Just got off the phone with the customer service team at my bank, and I am honestly delighted. I was able to upgrade to a checking account with more overdraft protection, increased interest on savings, and even got signed up for a nice rewards program. I appreciate how smoothly everything went. Thumbs up!",148853.29,2,1,1,24411.02,0
7940,15761717,Ch'ien,720,France,Male,26,10,#N/A,51962.91,2,1,0,45507.24,0
7980,15627042,Reilly,555,France,Female,26,7,#N/A,0,2,1,0,93122.41,0
8000,15591489,Davison,826,France,Male,26,5,#N/A,142662.68,1,0,0,60285.3,0
8016,15778694,Sievier,638,Germany,Female,26,1,#N/A,105249.76,2,1,1,23491.09,0
8357,15792004,Heath,731,Spain,Female,26,3,"It is with great relief that I share my experience with the bank. Although my funds were not available when initially promised, their remarkable support team guided me through the process in an incredibly diligent and patient manner.

When I expressed concern about the delayed funds, they promptly investigated the issue, communicating any updates. They were attentive and empathetic while reassuring me that they understood my concerns. Through constant follow-up, the bank kept me informed throughout, making it evident that my well-being was of the utmost priority to them.

While the availability of funds was not instant as initially thought, I highly commend the bank for going the extra mile and for putting great emphasis on their customer relations. Their dedication in resolving this matter not only won my trust but reinforced my confidence in the services provided by this bank. It was a pleasure interacting with them during this process, and I look forward to a continued partnership.",0,2,1,0,37697.29,0
8407,15578747,Chineze,701,Spain,Male,26,5,"I must express my appreciation for the prompt resolution of my issue regarding the delayed availability of funds in my account. When I contacted the customer service representative, they were polite and understanding. They diligently looked into the matter and identified the cause of the delay. In just a short while, my issue was resolved and the funds became available for my immediate use. It was a relief, and I can truly attest to the high level of service the bank provides. I value their attention to detail, care for customer needs, and ability to respond swiftly in difficult situations. This is the level of service I expect and consistently receive from my bank, and I look forward to many more years as a satisfied customer.",83600.24,1,0,1,59195.05,0
8418,15689288,Folliero,630,France,Female,26,5,#N/A,0,2,1,0,182612.38,0
8420,15775809,Holloway,677,Germany,Female,26,6,#N/A,98723.67,1,0,1,151146.67,0
8425,15775703,Lo,702,France,Male,26,2,"I had a capital one credit card opened up in my name over a year ago and there is an outstanding balance in my name that I had nothing to do with. Ive contacted everyone I can and the problem is still there because it comes back to me. Ive never owned a credit card in my life and was trying to get one, but my credit has tanked because of this fraudulent account.",71281.29,1,1,1,108747.12,1
8427,15704651,Bishop,514,France,Male,26,1,#N/A,0,2,0,0,121551.93,0
8446,15678333,Parry-Okeden,683,France,Female,26,7,#N/A,0,2,1,0,86619.77,0
8471,15582847,Yermakova,662,France,Male,26,0,#N/A,0,2,0,1,72929.96,0
